text,sentiment
"@revmagdalen well since the GOP and DNC are the same...you're out of luck. Both support NDAA SOPA Endless war drones of the USno 4th am.",0
"@jpugh3rd This game reminds me of the Cotton Bowl game; we controlled it but not enough points.  Afraid of 2nd half LSU dominance.",0
@ChazzWoodson you're better when we were talking black lacrosse players after we won our 3rd straight all state sugar bowl,1
"@officialdfoster Happy Birthday! (I know it's already Friday in Singapore but Happy Birthday anyway!)",1
First show at NLC had an amazing time with some talented people! <3 now time to rest so I can do it again tomorrow #werewolves @sayurijunie,1
Sooo I didn't know the first Friday The 13th didn't have Jason in it.....,0
Words with friends just made me watch an ad for the DVD release of Red Tails. Now I may have to pay Zinga or they may make me watch it again,0
"In case you weren't invited . . .: ..it 'may' have been because Andy was hiding a deepdark secret Personali... http://t.co/JL5WlVB7",0
Happy Birthday to my Big Brother @dreeee1 May God continue to Bless you and prosper you.,1
"I'm always thinking that The Bachelor is pathetic bunch of gurls fighting for a guy!....C'mon! but when is the opposite I kinda like it =)",0
Pit Bull fans celebrate 1st annual Awareness Day: Animal lovers of all kinds gathered at the Buddy Holly Recreation... http://t.co/RcTfg8zN,1
"@RepPaulRyan2012 I married a former Miss. Colorado 2nd runner-up Miss America she could not be more excited to see her state flip right!",1
we still have to work the WVU game on saturday:/ thats going to be brutal.,0
Peso rises over Moody's credit rating upgrade for Philippines ...: The peso inched up on Tuesday following the m... http://t.co/QzXTlMH3,1
"I know it is only October 20 but #Kstate can probably start booking travel to at least the Fiesta Bowl.",1
It's Howard Webb. Bookies aren't giving odds on that. @Zembaness What are the odds that Man U will get a penalty on Saturday? #RefereeUnited,0
Last Saturday!:) #Happy Halloween!!:)  Can someone make me an edit of Zayn Malik?:) Thanks in advance.. #hi http://t.co/x2fK5C8x,1
Alex Smith is 10th in the MVP running! Right now he Quals for ProBowl with over a 70 QBR! I said it before the season started! #49ers,1
Will take that result & top the group as well.  Bet Tim Howard is cursing away at us ahead of Sunday #LFC,0
@CJakubauskas58 headed to Baylor homecoming tomorrow with my baber. Should be fun even without RG3!,1
"Hey you're missing Beauty and the Beast Vampire Diaries & Grey's Anatomy right now on TV. Saturday is Merlin - @costelloek15 #sisterlife",0
"Honey Badger don't know the 4th Amendment After Mathieu 20 gave the police his consent to search the apartment...",0
"Another Les Miles gem: When you're challenged and if you enjoy challenge we'll you enjoy it. From Monday's presser.",1
"Ah Monday nights a glorious time of the week to spend reading about mafioso's on wiki.",1
Sat alone in my office at lunch so I could watch an episode of Mob Wives.  Pretty sure this day ends with me jumping in front of a train.,0
"@ruxyeu 7th December Masquarade Ball Night club 2 step Country 2 step Cha cha Waltz Hustle. Beverages and snacks provided!See you:)",1
My nephew is moving to Florida tomorrow and he won't even say bye to me. WHAT AN ASSHOLE.,0
Why America May Go To Hell- wish it wouldve been completed and i wish i could read the contents of it...  by MLK,1
Redheads at cancer risk regardless of sun exposure: study:  PARIS (AFP) - People with pale skin and ... http://t.co/f4Jcf1TA #WeLoveThai,0
"There is an honesty that says we play the game Saturday not today. And there is no more valid opinion than in our place. - Les Miles #LSU",1
"*Blue Moon Community Garden alive and kicking in the Tucson AZ sun! http://t.co/Yc7ZPzyM",1
if you don't know who Kidrauhl is you may as well no speak to me ever again.,0
"My Friday: closet clean out furniture rearranging Al Green while taking a bath wrapping it all up with Downton Abbey. #lizlemon",1
"Who's on First? 1st down & goal or Ready Set Debate? Who is big ratings winner tonight?  - sadly The Bachelor would probably beat all",0
@101greatgoals: 3rd in 2 games!!! Emile Heskey bags the opener for Newcastle Jets v Melbourne Victory http://t.co/3bhAmI8Y ha ha ha !!!,1
Happy Thursday! Finishing rehearsals for the act at the People's Choice Awards.,1
"Go conservative w/ 600 yd offense then kick ball to best player in #ACC when it's only way you can lose.  That about sum up TOB's 4th Q?",0
"@remyroxx i was mad too i had vernon davis frank gore AND i was up by like 15 going in to monday night..i'm tight lol",0
"@snooki Hey Girl Excited to see the New Jersey Shore tomorrow! :)",1
Tina Fey and Amy Poehler will host the Golden Globe Awards: In what may be the smartest thing the Hollywood Fore... http://t.co/4xaMuvkq,1
Cowboys beat giants 1st game of da nfll season n da mavs beat the lakers without dirk all is well till playoff picture is painted #blunted,1
@toonbuck Hey Rob. Crap eh? I am going to Anfield on Sunday. Hope your lot lay down for us ha ha,1
"Mama Jan hes been there since Common Denominator she can't leave. A little peiece of Kidrauhl will be gone </3",0
@MikeyFusco226 What if Gangnam Style brought the sun for brazil  kkkkkkkkkkkkkkkkkkkkk very hot here I LOVE U <33,1
Off to Carrow Road Saturday to see the mighty Canaries shit all over Stoke :-) Angry bloke will no doubt be sat behind me AGAIN!,1
Join us for worship on Sunday 10/28 and enjoy the Dance Ministry and Joyful Noise at both services 8:45 and 10:10.,1
@JessicaESanchez like your pose and the background 1st runner up Jessica Sanchez! I am your # 1 fan from the Philippines..,1
Lakers gonna lose to the Clippers tomorrow and gonna think the world is over.. Relax y'all okay but not gonna win the West,0
Aww yeah Tyler's 21!! See you Saturday West Chester!!! http://t.co/IpvPzOY2,1
"I love that #NotreDame is ranked 4th... spot light is off us and we can roll right into the National Championship. Watch out #bama",1
"@sasha_uher @ripitup_loz Etta James fine. She may have the best voice but she still killed it. Slaughtered it in fact.",1
Omg roosies on a Thursday is the best ever. Drunk Chelsea=happy Chelsea,1
Community doesn't come on until February now. Lego LotR doesn't come out for two more weeks now.  Now no Parks and Rec tonight?! #curses,0
Hey all you Pretty Little Liars Fans! let's trend #HappyBirthdayTroianBellisario ...Sunday October 28th,1
Winter Classic is cancelled. Bettman better watch his back. There's gonna be a lot of NHL fans who want him dead. I may or may not be one...,0
"Oh yeah I'm totally excited for Tina Fey and Amy Poehler to host the Golden Globes in January. They're amazingly funny women! #girlpower",1
Yeah it's most likely that I won't be able to go to the game tomorrow in Tucson unless I get a last minute ride..... #NoRide #Saddd,0
"@chriscagle Nov 18th Steelers game is Military day; my brother a former Marine will b there he's excited 2 know u will b singing the Anthem",1
"I'm so stressed out that I want to puke. Anatomy practical tomorrow chem exam friday and also a speech.. #shootmenow",0
"At least 15 November starts among QBs Tony Romo has the best winning % in NFL history. He isn't the problem!",1
"Come SUPPORT the SHOW/MOVEMENT at Parkdale High School on Oct 26th frm 8-11 w/ AJA DREAMTEAM HQB DSB&HIB. LEAVE THE BULLSHIT AT THE DOOR",1
"49ersParadise HOP: Pick your poison: Eliminating Vernon Davis comes with a price [BEE-BLOG]: Mon 29 Oct 2012 8:... http://t.co/n0DncWVk",0
Tina Fey named Golden Globe host....mmmmmmmm i may just have to watch that.,1
I was @PSU when they were unbeaten playing OSU to be in the running for the National Championship. This Saturday's game is bigger. #OneTeam,1
Here's the FULL info for Friday's Pats Game!!:) Breast Cancer Awareness Night Friday Post-Game Skate on the... http://t.co/87JVwDE6,1
"(2 of 3) ...And despite what you may have seen on TV the Jersey Shore is a place beloved by (and home to) many many good people...",1
Santorum had tingles down [his] spine watching 1st debate http://t.co/CbUtb0Cs I never want to see Santorum and tingles that close,0
Yes mam! It certainly is a beautifully blessed Sunday! May u all hav a great day! Love Ya Sista & Roll Tide!,1
@TheTomHendricks couldn't be without it now mate!! The thought of havin to watch Downton Abbey on a Sunday night makes me wanna top myself!!,0
Thanks Sky for screwing up another home game by putting it on the Monday of Toy Fair for 2nd year running. Didn't want to see Everton anyway,0
You're gravely misinformed @jgodersky. Best to stop the #lie/talking point. U obviously don't know MLK Jr http://t.co/g0tiRlv5 @gjzielinski,0
@Loving_Football He went to the Camp Nou on sunday to watch the El Clasico!! LUCK HIM!! I hope u can guess who it is ;) http://t.co/EcSsEImd,1
I love the Niners. This sandy thing was a bust. Now I have to work tomorrow. #bummer,0
@MichaelMFloyd Ya I live in Tucson! Ready to taste some Lambeau grass Sun? Haha. What's new dude I'm only 2 hrs away from you!,1
"What? The Jaguars may trade to get Tim Tebow from the Jets? God is Good teams still want him. #TestifyhisGreatness",1
The Devil Inside with @YouuLoveAmber We may die.,0
@justinbieber please Justin follow me ! Hope everyday ! Je t'aime ! Can wait to see u in Paris for the 1st time ! Je t'aime <3 (:,1
@awolk Great 2nd Screen analysis! Can I brief you on Jinni semantic discovery & smart social recommendations? Going to CES?,1
My dads all buying beds for the house in Wisconsin . Like bitch I haven't been there since 6th grade,0
"#photos Emile Heskey celebrates with team mate Ruben Zadkovich: NEWCASTLE AUSTRALIA - OCTOBER 26:  ... http://t.co/sKWV95V6 #UberSoccer",1
Tomorrow is my return to PCA basketball!!! Good to be back with @zachhorn34 @DeRockB again!!,1
"@nasrahmed93 @natejurgens Also Ashlee Simpson was booed at the Orange Bowl b/c that was her 1st live performance after SNL lip sync debacle",0
I cannot wait until November 12th not only is it my one year wedding anniversary but teen mom 2 comes back on #score,1
@GoGoFukMeXXX it was nice meeting you. Looking forward to partying with u at The Bachelor Party Nov 30th. @bhhmag @VanessaJasey,1
"Watched the 1st episode of Being Human. @Bains_Prince I'm hooked. Thought you'd like to know.",1
"@GatorBoyBitchhh  Come SUPPORT the SHOW/MOVEMENT at Parkdale High School on Oct 26th from 8-11 w/ AJA DREAMTEAM HQB DSB & HIB.",1
@SouterPR_Newc Yep! Thank you! You'll have to venture down to Durham a week on Friday now ;) Setting up one in Sunderland very  soon #4N,1
"If I can not have Thursday classes for the rest of my time at UVA I will be one happy girl",1
"OMG Saturday at 8 p.s. I love you premieres on abc family.",1
Woohoo! This will be the best GGs ever! MT @redeyechicago: Tina Fey and Amy Poehler will host the Golden Globe Jan 13.  http://t.co/rwtzIxmF,1
@Cowboyy_Kenny and hey tomorrows Friday we all get on Xbox and we all enjoy a little sesh on mw3 you down?,1
NEED to go see Lana Del Rey in May but i'm pretty sure i'll be busy with exams then :(,0
Got so excited because today is thursday and Grey's Anatomy was coming on. But then @Tee_Jay_Gee reminded me that it's not. #crushed,1
Rick Santorum: DOMA is constitutional. The 1st Amendment protects my religious freedom to force the government discriminate against gays.,0
"@JonathanJennin5 Going out tomorrow morning it supposed to be sunny and cold I will take that. Kirk is all good for Leam XC he emailed me.",1
@ollyofficial it was soo good meeting you again on Tuesday! Worth the track from Liverpool to Wakefield:D!,1
@Shell_Parr heyy do you mind If we go somewhere els tomorrow like Bolton or somewhere your gona think this is so pathetic but I'm actually,0
Good Saturday afternoon workout... By Myself! That's how I grind nowadays. At the playground with Aaliyah now. #GoodTimes,1
Lamar Odom's career may be just done. He's not in shape after skipping the Olympics to get in shape. He may just be declining,0
Just the fact that he has the title Ambassador should be cool factor enough to make you come see Jon Huntsman on Wednesday at 8pm!,1
"BAY HEAD N.J./BOSTON Nov 2 (Reuters) - The people of the Jersey Shore may feel alone in the world right now t... http://t.co/3PbCfRbh",0
Kinda want to go to Anatomy tomorrow but I don't at the same time.,0
"Speaking of Kanye he's a genius. Like he may make stupid choices sometimes but his way of thinking is amazing.",1
Tyrann mathieu may have fucked up his career we know Jordan Jefferson bum ass did cuz he can't throw smh.,0
I may be in the slowest check out line ever. Lady gotta Honey Badger haircut and don't give a Damn.,0
"I think the Hawks defense allow to many 3rd and longs The offense does not convert enough 3rd downs. An elite defense should d able 2 hold",0
I watched Joyful Noise for the 30th time . It keeps getting better and better . Great actor and a better Artists @KekePalmer :),1
GREAT class tonight!!  You all brought it 100% .  I was dripping BEFORE the pushups tonight...see you tomorrow for ZUMBA at 5:30,1
both of my teams (Alabama & Falcons) are playing good games this weekend. One on Sat & one on Sun both at 8pm. Maybe it's good luck.,1
"We are giving you one FINAL CHANCE to preorder these pre-sold out CEs! Thursday 11am AEST - get ready! http://t.co/7AinRxfa",1
"@Ryan_Debono But California Gurls Teenage Dream Firework E.T Last Friday Night and Part Of Me were Number 1 Katy broke the record!! :D",1
@madeofgoldx I didn't see him :( but I live in California and he came to my city on Monday but before my local radio station was giving,0
@CMPunk I know u may not have time but any chance me and the mrs can grab a photo at Newcastle arena tomorrow? #bestintheworld,1
"Zumba!!!! Have you tried it yet? Next session begins November 15th! Sign up now Great way to keep up your cardio... http://t.co/5ENx1dmM",1
Hopefully I feel better by tomorrow because I want to go to the Gotti concert with my friend,1
"@Noah_Sutter No you'll play a cute 12th ranked team in the sugar bowl #HaveFun",1
I am pretty excited to be going to Indiana tomorrow! #letsgohawk #iowacheer #iowafootball,1
@Real_Liam_Payne d'aw cuties :). Liam you may need a blanket to keep your head warm love! Haha love you .x,1
Cowboys gone beat the falcons Sunday night,1
@Zanzetsuken @bearman399 I have no one to drive me :( I am going to Amy's tomorrow to do Maths.,0
@pariskennedy do it! I'm one of those rare natural California bLondes . . . Open after.Nov 15.:) would love some CT anyways . . .,1
Here's video of the unimaginable goalline fumble that may have cost Florida a shot at the National Championship: http://t.co/u5qX6P6F,0
Romney falsely claimed he saw his father march with MLK Jr. http://t.co/DrhKpGbN. Anything he won't lie about?,0
@Bo0gieWo0gie  You can thank me now for an entertaining game next Monday night for the Steelers since you're playing the Chiefs,1
"I can't wait til Saturday! I'll be there 4 the pregame show tomorrowi love college gameday &I'm glad Gameday is here at LSU!! GEAUX TIGERS!",1
Looking forward to tomorrow night :) The Man Who Sold The World - David Bowie & the 1970's @ Showroom & Workstation http://t.co/AAYK0ivH,1
@onedirection please cani have a tweet or retweet because it is my 11th birthday thank you love you ZAYN MALIK,1
Comedy Central starts beaming into SG from tomorrow on StarHub... And I am more than mildly excited abt it #tvnirvana,1
I'm just waiting for tomorrow because Andy is going to make a triple double! @cavs @TweetQTube,1
"@ochocinco Pats fan here. How long are you in Tampa?  I fly in Friday night. Considering your budget I'd love to buy you a cigar! #Generous",1
"@ToddWilliams I'm not watch today :( but my friday going to be just for TVD",0
I have a whole day of history GCSE tomorrow great!,1
"Heading to @pac12 media day which gets underway shortly here in SF.  Good news early on with Stanford picked to finish 4th in media poll.",1
"This Christmas all I'm asking for is a trip to watch Miss America in January. It's the only thing I want.",1
All my thoughts and prayers go out to Sergei Bubka Jr. who fell from the 3rd-floor-apartment in Paris.,0
Babe just left to Tucson. :( Won't see him till Saturday. #Badtime,0
After Saturday bama's tide want be Rollin any more. GEAUX TIGERS!,1
"Happy All Saints Day.  One of our freshman led us in beautiful Litany of the Saints today.  Tomorrow we... http://t.co/9Z1ZZJMC",1
Huge day of NBA tomorrow. Whoop. League pass is awesome.,1
"Set your DVR's & VCR's @jessicaleccia is scheduled to make her guest appearance on 30 Rock next Thursday!",1
What an Amazing Halloween Weekend! A lot of Great costumes! Can't wait for the big night This Wednesday! Underworld at Cinema!,1
"Can't wait for tomorrow night's Welcome to the Underworld party - I love Halloween!  The question is what... http://t.co/9R5rxD5L",1
Even Elvis is going all out for Saturday! Can't wait! #derbyday @Chantellebrown3 @JessWemyss @Angela_Jade @JGod86 http://t.co/T8CNM1Gp,1
My guess is that the Huntsman endorsement is a negative in the 4th District race. http://t.co/mIjelZ7y #utpol,0
May jus have to fuck with those Hawks tomorrow! Niggas luv a deal,0
"Hawks vs rockets todayhawks vs thunder Sunday.so glad the NBA is back",1
That @SportsCenter ride along with Les Miles was the most awkward piece of television ever. 2nd place is this HELLO piece.,0
Going to the mall tomorrow to get some Xbox live for Tuesday and maybe some edo's. I wish I could have that stuff all day #mmm,1
@philmcnulty @wsagfanzine  Soton v Everton originally Sat 3pm 19th Jan. rescheduled for the Monday 8pm. Nice one Sky. #thinkingofthefans,1
@MikeAndMike Big Ben had the best rookie year out of all those quarterbacks and when he one his 2nd Super Bowl had a terrible line,0
"@JamesSantelli @alisonbrie I think Thurs is good news though. Back with 30 Rock Parks and Rec where it fits in and not Fri death knell.",1
Wondering how much i love my Lakers. $380 for two lower level tickets when they play the Mavs on Nov 24th!!  Thinking really hard about it..,1
@Harry_Styles is so damn cute!!! 1 day to go DIRECTIONERS!!!!!!!! It's coming out at 8 tomorrow!!!!!! Liam 2mm morning http://t.co/RVag067a,1
Friday has arrived. I have to admit that Rebecca Black's song doesn't sound so lame when it's actually Friday.,1
The Devil Inside may be the worst movie I've ever seen.,0
@RackEmWillee they are saying if they don't put the Winter Classic on lock tomorrow with Michigan- we won't even have a season :(,0
"Everything is the same with the Heat. LeBron can't play in the 4th Heat fans are still cocky as fuck and Chris Bosh STILL a raptor!!!!",0
@CBSNews Oh PLEASE! He's been every political affiliation under the sun.    #RomneyRyan2012 and hey CBS one word: BENGHAZI now THAT'S news.,0
I wish @MaggieKipi was going to Cowboys tomorrow. I miss her.,1
Thank fuck it's Friday. To all the lads off to Newcastle have a good one. Wish I was coming with ya. #HavePlenty,1
"Report: Steelers can't find hotel to travel Sun.: The Pittsburgh Steelers will fly to New York only hours before playing the Giants ...",0
Oooooooohhhhhhhh me likey Houston +6 tomorrow. Hope the numbers line up,1
Let's all talk shit about the Thunder at school tomorrow now. Since they talk too much about the Lakers.,0
Geaux Tigers!!! Come and tailgate with us at our Neighborhood Tailgate Party Saturday and enjoy yourselves to some Bloody Marys and Mimosas.,1
@raykipo take Silver at the Hib cup. Great day. See you all @UKParachuting for the boogie starting tomorrow,1
@aBSTRVCT42 naaa i wrote on my ipod and im too lazy to convert it to my computer lol im recording it tomorrow,0
@kcondetoffees - All about opinions but Osman only played 45 mins on Wed too. Coleman not as good defensively as Hib or Nev.,0
"@uliwitness And Christmas good luck changing it! Other federal holidays include: Martin Luther King Jr Day in January",1
Alex Smith earned his 1st career NFC Offensive Player of the Week honor after completing 18-of-19 passes >I can still taste the #bitterness,1
"Over the last few months I've really gotten to get a better knowledge of Mitt Romney. He may not be Rick Santorum but he still has my vote",1
Is Tim Tebow Dating Camilla Belle?: Everyone is interested in Tim Tebow. Some people may not like him but you ha... http://t.co/8hWOQ8uL,1
I have one awesome boyfriend who Sat and watched jersey shore with me just to make me happy :),1
"@katelyntarver its midnight here in brazil so happy 23rd birthday hope you enjoy your day and never stop being this amazing girl you are <3",1
@JordynNoMichael Thnks for the FB! Special #PROMO: Buy Three Bundles & get 4th on us! Send FIVE customers to receive free affiliate bundles!,1
"@13RedKysses in the words of Dr. King I may not get there with you but I want you to know we as a people will get there",1
@jakeowen can't wait to see you Saturday! Texas is ready for you :),1
Tomorrow I have Zumba but I'm not really feeling it,0
Its Thursday and u know what that means! Greys Anatomy!! And I've heard that @JessicaCapshaw is brilliant tonight which is even better!!,1
@nigelkersten huntsman's are regulars here. And yesterday we had a blue tongue in the house to get out of the sun for a bit :),1
"Holy C0W just in time for Halloween we got THE POSSESSION Aug 30 & #PA4 Oct 19 i hope to God that'll be better than DEVIL INSIDE!",1
@Wheres_myMOJO stfu wit them excuses...Clippers gonna beat the hell outta the Lakers tomorrow,0
Hawks game tomorrow... I'm fuckin wit it,1
Best part of friendship with @rumorhasit16: Thursday convos are shut down in time for 30 Rock.,1
daniel radcliffe was sooo attractive in the 3rd and 5th films omg im in love,1
Come scoop meRT @_BoatsnHoes: I gotta go shopping tomorrow! I keep putin it off. Ima fuck around &amp; ain't gone have shit to wear to Gotti,0
I open pandora and Etta James is playing! Way to start the day off right! #motown #music #friday,1
Guess Dani will play with u guys tomorrow..somebody tell @BricksDF that there is NO WAY IN HELL..Louisville is going to the ORANGE BOWL tho,0
Gossip Girl was pulled on Monday because of Hurricane Sandy... I hate you bitch.,0
The XFactorUSA result's show will be aired in the Philippines Tomorrow Night! @EmblemThree will definitely be in the top 12! Good night!,1
@RobGronkowski  Its my 19th birthday and you're my favorite Pats player! Can i get a RT!?!,1
"@sanamalek1934 Same here lol! Hey atleast we can look forward to theri performance on the 27th at People's Choice Awards!",1
"I kicked off Type 1 Diabetes Awareness Day with a high blood sugar thanks to too many chocolates last night. Well there's always tomorrow.",0
Nice day in Tucson again. http://t.co/MbdI6IBq,1
White Collar returns with new episodes in January...happy camper tweet.,1
We are on our way to @RagleyHall to start setting up ready for Saturday Bonfire & Fireworks.A great #fireworks display Are you going?,1
It's been in the 50-60s all week. This weekend its gone be back in the 70s then on Monday its droppin back down to the 50s. fuck ATL weather,0
End of the 2nd. 3-1. Jason for all 3. Keep it up boys!,1
Can't even sleep.. All I can think about is how fucked Jordan is going to be when I just don't answer my phone tomorrow. Haha sucks to suck,0
"@garrettmaine Garrett you are awesome and it was so cool talking to you tonight! David Bowie forever \m/ See you tomorrow hombre.",1
"Who had two thumbs and is the happiest girl in the world because she might get Greys Anatomy season 4 tomorrow? Oh yeah thats me! ;)",1
Just don't understand TOB thought he would come out and est. some running game in the 2nd half than go play action On an aggressive UNC,0
"@BrianMFloyd So disappointing. On a lighter note get excited for BAJ tomorrow. I'm editing now and it relates to Jordan Jefferson",1
What if: Dr. King passed up a march?? Malcolm X took a day off?? God took a personal day?? Great people take #NoDaysOff. Where do you fall??,1
Opportunity Sat II:A Wolverine W puts us in the Orange Bowl. I hope the staff brings a right attitude so the boys can play loose and fast!,1
"Gonna change my Tumblr theme. I hope I can finish it later so that tomorrow I can practice my performance on English monologue. :)",1
